Sent	NegAdj	Noun	Adj	Fq	AdjFq
POS	A	Německo	solidární	123	22.9963158007856
NEG	A	Rumun	nevyzpytatelný	36	24.7824404761905
NEG	A	Číňan	odsouzený	24	15.5004329004329
POS	A	Brit	slušný	80	18.6704135244033
POS	A	Ukrajinec	skvělý	71	14.4315823075224
POS	A	Angličan	pravý	197	64.074331434071
NEG	A	Itálie	hrozný	80	12.4913308923541
POS	A	Polák	špičkový	136	20.8986043766114
POS	A	Rakousko	pozoruhodný	122	15.1691394754747
POS	N	Slovák	šťastný	72	18.2018654038759
POS	A	Francie	vítaný	46	10.9836236248736
POS	A	Francouzka	pravý	43	20.2316960816961
NEG	A	Ukrajina	divoký	125	23.1116884964742
POS	A	Itálie	pevný	188	28.4089531034823
POS	A	Francie	významný	2376	379.422939694532
POS	A	Angličanka	bohatý	22	11.2707855869621
POS/NEG	A	Romka	velký	106	16.2360396529465
POS	A	Rom	slavný	102	18.5728181406132
POS	A	Francie	výborný	600	105.636021846184
NEG	A	Slovák	útočný	192	36.8413026024071
POS	A	Čech	vytrvalý	70	19.6103725539403
POS	A	Němec	kladný	133	19.4387233318361
NEG	A	Německo	skandální	99	15.6943086127487
POS	A	Polsko	otevřený	750	128.683423067469
NEG	A	Němec	brutální	292	68.107644355122
POS	A	Holanďan	vítězný	45	20.4299584431163
POS	A	Rus	otevřený	279	51.5187706972512
NEG	A	Nizozemsko	divoký	79	11.6944073836568
POS	A	Čína	rozsáhlý	725	134.321889486131
POS	A	Američan	cenný	389	66.8306195377332
NEG	N	Kazachstán	závislý	129	38.2626406480367
POS	A	Čína	přátelský	309	67.899132949651
POS	A	Rom	ochotný	255	56.7110740139025
POS	A	Itálie	senzační	145	32.4713887924
POS	A	Vietnamec	slušný	58	19.6091853309416
NEG	A	Rakušan	poražený	50	16.7211532604486
NEG	A	Maďarsko	postižený	211	41.9383835702484
POS	A	Rakušan	jednoduchý	94	12.1931908174466
POS	A	Slovák	odvážný	52	11.4664041414041
POS	A	Čína	správný	339	61.9402846404437
POS	A	Slovensko	přesný	216	27.9625238976091
POS	A	Rus	klidný	85	19.470191421303
NEG	A	Německo	drtivý	450	77.7197742305383
POS	N	Ital	rád	56	16.0413788272619
NEG	A	Itálie	protestní	92	16.7225479523486
NEG	A	Polsko	protestní	92	16.7463178880836
NEG	A	Rumunka	poslední	199	29.1260297970142
POS	A	Německo	lákavý	219	37.5072953474046
POS	A	Rumunka	výborný	31	11.8345921244405
NEG	A	Ital	údajný	68	13.521071199793
POS	A	Slovensko	pevný	336	58.4089823021983
POS	A	Rakousko	pohodlný	71	10.2909672971648
POS	A	Slovensko	záchranný	537	76.6567482154668
NEG	A	Němec	vražedný	65	10.5057729134786
POS	A	Maďar	aktivní	93	17.210845148368
NEG	A	Američan	podezřelý	671	185.356498513127
NEG	A	Američan	výstřední	35	15.2642044505202
NEG	A	Bulharsko	silný	414	78.2262914582004
POS	A	Češka	možný	236	33.8376699533682
NEG	A	Rom	postižený	451	138.148344695644
POS	A	Američan	rozsáhlý	389	59.9221759366533
POS	N	Němec	tradiční	104	15.1050583528596
NEG	A	Američan	problematický	80	10.638253612356
NEG	A	Ukrajina	nepřátelský	61	10.0476821615997
NEG	A	Bulharsko	tajný	121	17.9984345161855
POS	A	Američan	hrdinný	33	11.4341546145425
NEG	A	Vietnam	silný	186	31.4052081518516
NEG	A	Německo	vystavený	162	20.9747700102075
POS	A	Rusko	špičkový	534	89.9569934987707
NEG	A	Američan	tvrdý	900	173.064092235787
POS	A	Německo	slavnostní	821	79.1402644899138
POS	A	Vietnam	jistý	100	12.8171947445583
POS	A	Vietnamec	skutečný	42	10.3255673648627
POS/NEG	A	Němec	ohromný	151	27.533778859804
NEG	A	Číňan	postižený	33	15.0619558602317
POS	A	Německo	šťastný	499	82.0483522127857
POS/NEG	A	Slovensko	vážný	914	156.999390054925
POS	A	Rom	přesný	155	30.6405393357438
NEG	A	Slovák	smutný	114	21.7854013869975
NEG	A	Němec	odsouzený	159	49.1557531517924
POS	A	Američan	lákavý	60	10.1216704886427
NEG	A	Rakousko	komplikovaný	97	13.4645336634101
POS	A	Rakušan	úspěšný	306	67.6533957616851
NEG	A	Nizozemsko	slabý	136	22.1211728232133
POS	A	Rumunsko	skvělý	126	18.650996328855
POS	A	Polsko	chráněný	267	36.9067550562749
POS	A	Maďarsko	zřejmý	117	16.5386258791018
POS	A	Čech	důvěryhodný	156	34.7122383727934
POS	A	Maďarsko	pevný	121	17.6246083836366
POS	A	Rakušan	svatý	134	20.6634529098646
POS	A	Rakousko	sladký	82	12.9057382229436
NEG	A	Kazachstán	špatný	122	19.2387592668215
POS	A	Slovensko	ochotný	479	84.540522727544
POS	A	Slovák	dobrý	4582	982.70965725444
POS	A	Američan	uvolněný	99	22.8170761403455
POS	A	Rus	pravý	328	63.4997164546312
POS	A	Francie	dohodnutý	83	10.8236565441547
POS/NEG	A	Američanka	velký	1494	243.033303560194
POS	A	Rakousko	klidný	135	23.6296716466696
POS	A	Ital	sladký	67	13.0265686363496
NEG	A	Čech	nepřátelský	186	40.6124985210195
POS	N	Francouz	úspěšný	69	13.8157492388961
POS	A	Američan	pevný	253	40.4323385639907
NEG	A	Polsko	hrozný	85	15.7095982657757
POS	A	Maďarsko	jistý	591	85.4898248465881
POS	A	Francie	reálný	322	43.2327773024005
NEG	A	Polka	poslední	228	39.1145381035057
NEG	A	Francie	takzvaný	845	119.966686927969
POS	A	Bulharsko	jednoduchý	72	12.8974264461029
POS	A	Itálie	výhodný	237	37.5340072695126
NEG	A	Polsko	rozdělený	189	76.6531733606885
POS	A	Francouz	špičkový	120	22.3830678828221
POS	A	Itálie	významný	1403	223.300011062344
POS	A	Čína	perfektní	45	10.1634058539786
POS	A	Čech	výjimečný	733	168.072021664578
POS	A	Rusko	slušný	297	51.1271184452868
POS	A	Rusko	stabilizovaný	52	12.7051693482543
NEG	A	Ukrajina	zvláštní	585	99.9083017676766
POS	A	Rakousko	reálný	214	27.9644940551392
POS	A	Čech	mírový	211	29.6022157790864
NEG	A	Německo	kontaminovaný	96	15.6601481645707
POS	A	Rus	rád	1313	397.316914807952
POS	A	Rakušan	vhodný	69	10.4751177055895
NEG	A	Ukrajinec	poslední	752	131.601571472018
POS	A	Francie	duchovní	198	24.3053556767612
POS	A	Čína	ochranný	292	40.92441490132
NEG	A	Brit	odsouzený	37	14.5861900861901
POS	A	Rakousko	charitativní	71	14.5280670125784
NEG	A	Německo	extrémní	323	45.5159111367321
NEG	A	Rus	odsouzený	59	39.5546176046176
POS	A	Brit	úspěšný	419	102.469288120955
POS	A	Polák	vítězný	560	212.774822418131
NEG	A	Itálie	odsouzený	52	11.0247606669868
NEG	A	Slovensko	teroristický	127	21.0265714135787
POS	A	Američanka	jistý	182	65.7272172650311
POS	A	Polák	definitivní	86	11.7647007259539
NEG	A	Ital	slabý	372	77.6148753021889
POS	A	Němec	mistrovský	256	37.6682871894598
POS	A	Brit	přátelský	78	13.6070332100924
POS/NEG	A	Ukrajina	drahý	157	26.3954126125925
NEG	A	Polsko	původní	739	90.5187271079685
POS	A	Rusko	snadný	469	92.3453053148243
POS	A	Holanďan	zkušený	29	11.5831002857902
POS	N	Polsko	šťastný	110	22.7811150592288
POS	A	Číňan	slušný	50	10.0960623038108
POS	N	Rakousko	jistý	77	12.9364711786306
POS	A	Francie	mimořádný	575	92.6388425822643
POS	A	Rusko	neuvěřitelný	277	42.2442271684091
POS	A	Čech	vlídný	68	16.926406907743
POS	A	Američan	připomínající	67	11.8233694522684
NEG	A	Německo	údajný	631	99.8131606854604
POS	N	Brit	jasný	33	10.6643074031232
POS	A	Slovensko	slušný	506	147.749270359236
POS	A	Polák	pravý	399	70.6446233347355
POS	A	Polsko	morální	180	29.9208750582449
NEG	A	Kazachstán	nízký	78	13.3175587648643
POS	A	Slovák	věřící	56	18.232425771696
NEG	A	Čech	divný	216	50.5430491141849
NEG	A	Brit	špatný	472	86.4575861885855
POS	A	Čína	špičkový	282	46.0991254831201
POS	N	Itálie	šťastný	109	16.0701829849034
NEG	A	Američan	brutální	163	32.0409800063105
POS	A	Německo	skutečný	1073	151.264811721933
NEG	A	Polák	falešný	102	23.2150219172555
POS	A	Slovák	neuvěřitelný	86	12.4509569170055
NEG	A	Maďarsko	slabý	346	62.6795484512226
NEG	A	Čech	chybný	97	15.6885645464736
NEG	A	Francie	ztracený	198	38.4310466549187
NEG	A	Ukrajinec	poškozený	59	15.5242400464874
POS	A	Brit	významný	263	57.46048739439
POS	A	Nizozemsko	pravý	137	20.1035852282845
POS	A	Polsko	dohodnutý	77	12.447522666144
POS	A	Slovensko	napínavý	67	10.8914310047824
NEG	A	Rakousko	chybějící	85	12.7893762497135
POS	A	Němec	reálný	375	50.8285619310758
POS	A	Rusko	opravdový	288	64.7139252265682
NEG	A	Německo	propagační	143	19.7003618428815
NEG	A	Rom	dramatický	94	15.9057797207516
POS	A	Rom	připomínající	61	11.7975029449614
POS	A	Polsko	vynikající	410	63.0705770851067
POS	N	Ital	úspěšný	58	21.6516593957557
POS	A	Francie	vzdělávací	152	18.4329402230064
POS	A	Polák	zkušený	712	237.867077119279
POS	A	Francouz	mimořádný	117	18.6381949464784
NEG	A	Rusko	smutný	254	45.6491986015859
NEG	A	Polsko	poslední	7047	1185.02910537074
POS	A	Rusko	obranný	847	114.112564185601
NEG	A	Rakousko	krizový	92	10.681386326759
POS	A	Američan	vítězný	923	355.823162897292
POS	A	Itálie	citlivý	67	12.5900084934804
POS	A	Ukrajina	reálný	235	39.6993397216541
NEG	A	Rom	radikální	163	35.2834899601706
POS	A	Slovák	stabilní	54	10.136019812815
POS	A	Maďarsko	pěkný	101	14.7744157302065
NEG	A	Rus	těžký	1018	183.870331382832
NEG	A	Američan	obviněný	207	77.5919652683216
NEG	A	Rumunsko	silný	577	117.788139859947
POS	A	Slovensko	zajímavý	1884	287.976724030925
POS	N	Ukrajina	spolehlivý	39	12.4873861217901
NEG	A	Rakušan	špatný	404	73.5952471927462
NEG	A	Brit	obézní	39	22.6373015873016
POS	A	Slovensko	užitečný	126	16.2264000073105
POS	A	Slovensko	veselý	143	19.1677024615365
POS	A	Maďarsko	pravý	181	28.4166927715659
POS	A	Brit	elegantní	27	10.2826261157144
POS	A	Američan	famózní	107	38.5314872588111
POS	A	Francie	rád	2669	550.579740264759
POS	A	Čína	úžasný	155	27.3219883004332
POS	A	Slovensko	dosažený	85	12.5865151064417
POS	A	Češka	vynikající	63	13.1787252924369
POS	A	Němec	důstojný	153	21.480622695773
POS	A	Němec	chráněný	195	28.5151898661676
POS	A	Čína	získaný	110	18.3797313161937
NEG	A	Maďarsko	nepřátelský	71	17.2351913721739
NEG	A	Rakušan	slabý	137	41.9068230704655
NEG	A	Rakušan	nemocný	50	18.6161328867211
NEG	A	Rakousko	katastrofální	95	18.9385413168988
NEG	A	Vietnamec	poslední	493	80.6171707550705
NEG	A	Čína	dominantní	174	41.8318355609022
POS	A	Rom	hodný	79	14.0736086913015
NEG	A	Rusko	omezený	472	74.0730639486317
NEG	A	Rumun	tvrdý	67	13.741866430038
POS	N	Čech	úspěšný	259	62.4819727120298
NEG	A	Američan	drtivý	313	76.5033285264012
NEG	A	Maďarsko	složitý	158	21.3654656067603
NEG	A	Rumunsko	tvrdý	138	23.1525423921452
POS	A	Rom	reálný	105	16.8597858413748
NEG	A	Rakousko	propagační	76	11.7208732892908
POS	A	Bulharsko	jasný	182	32.0622287090075
NEG	A	Itálie	omezený	107	15.8435543391909
NEG	A	Francouz	dramatický	177	27.1895283075595
POS	A	Ruska	jistý	71	22.4991228174103
POS	N	Brit	rád	44	16.8941089239152
POS	A	Maďarsko	schválený	68	11.3154830847845
POS	A	Maďarka	vítězný	92	65.2183814551462
NEG	A	Nizozemec	klíčový	106	20.4951444247565
NEG	A	Ukrajinec	tvrdý	80	20.8506647007963
POS	A	Číňanka	jistý	34	12.6577167799994
POS/NEG	A	Čína	ohromný	289	68.3205884997392
NEG	A	Čech	temný	158	25.3336082325041
POS	A	Němec	vášnivý	106	18.6229871080389
POS	N	Čech	spravedlivý	118	21.5884885965953
POS	A	Brit	záchranný	63	10.5167571235287
POS	A	Bulharsko	schopný	116	13.4100256655775
NEG	A	Rusko	přehnaný	127	18.7303927589766
POS	A	Nizozemsko	předchozí	291	42.8939624471582
POS	A	Itálie	snadný	242	38.9156680617915
NEG	A	Maďarsko	napjatý	89	17.882576858503
NEG	A	Německo	krutý	239	40.607926137965
POS	A	Slovensko	zábavný	178	18.1830906399934
POS	A	Ukrajina	vhodný	177	31.490312575636
POS	A	Vietnam	lidský	316	45.9276278420615
NEG	A	Čína	absurdní	91	12.6159794392193
NEG	A	Mongolsko	postižený	20	11.1571428571429
NEG	A	Rakušan	válečný	120	18.7973367829748
POS	A	Maďarsko	klidný	61	10.0175238343538
POS	A	Německo	aktivní	985	162.528921689766
NEG	A	Rusko	nervózní	148	32.5345566792986
NEG	A	Číňan	špatný	220	38.9710556428205
POS	A	Němec	ochranný	286	36.3351171236612
POS	A	Nizozemsko	úspěšný	400	69.406304476471
POS	A	Rakušan	možný	398	62.9895796703178
POS	A	Čína	mocný	503	172.041410102097
NEG	A	Ukrajina	silný	1171	253.667711137153
POS	A	Polák	mistrovský	134	17.6368320602415
POS	A	Čína	skutečný	548	116.486021840943
NEG	A	Itálie	kritický	176	25.5768694671876
NEG	A	Rom	katastrofální	57	11.8994624494168
POS	A	Francie	veselý	98	13.6839924051877
POS	A	Francie	ochranný	147	22.01893519439
POS	A	Slovensko	možný	3083	470.14806602524
POS	A	Ukrajina	otevřený	352	61.344927351718
NEG	A	Německo	nakažený	189	36.8152015036757
POS	A	Češka	úspěšný	430	196.695416456619
POS/NEG	A	Holanďan	velký	899	156.850807618545
POS/NEG	A	Němec	obrovský	1165	201.851441010309
POS	A	Německo	jednoduchý	1007	157.978388316335
NEG	A	Čech	zatracený	27	13.4864970190628
NEG	A	Polák	drtivý	104	25.9974630282265
NEG	A	Německo	vyčerpaný	73	18.5524256887199
POS	N	Itálie	možný	90	15.191607804439
POS	A	Ital	ochotný	119	35.1431191933491
NEG	A	Brit	odlišný	67	10.8916149881516
NEG	A	Francie	protestní	193	32.5522249978138
POS	A	Polsko	možný	2314	351.179450441425
POS	A	Čech	uvolněný	155	25.1040061904555
POS	A	Německo	velkolepý	212	37.2296991725362
POS	A	Polák	nadšený	99	28.1342035389659
POS	A	Slovák	zajímavý	483	77.5678036588344
NEG	A	Rus	špinavý	68	12.121552110628
NEG	A	Francie	agresivní	107	16.0414994399121
NEG	A	Čech	naléhavý	61	10.0434099665772
POS	A	Francouz	nadějný	58	20.4996720526868
POS	A	Bělorusko	výborný	65	10.3143661892808
NEG	A	Rom	krajní	96	13.2310033806221
POS	A	Polsko	optimistický	102	14.1075501703262
POS	A	Rom	otevřený	333	46.9942151986626
POS	A	Rakousko	duchovní	159	22.4235780298656
POS	A	Američan	slavný	1764	645.36862683497
POS	A	Nizozemec	aktivní	63	11.5392927505931
NEG	A	Itálie	odlišný	219	35.1825507384452
NEG	N	Kurd	závislý	141	23.6245582845676
NEG	A	Polsko	slabý	525	91.5208091769152
POS/NEG	A	Polsko	obrovský	1093	217.688189692421
NEG	A	Rom	zklamaný	37	11.2425885582426
POS	A	Ital	schopný	252	52.0922401165815
NEG	A	Polák	odlišný	87	12.104336250705
NEG	A	Ukrajina	takzvaný	448	69.3392081684799
NEG	A	Ital	nízký	197	33.4735477607375
POS	A	Polsko	jistý	1171	169.420721937448
NEG	A	Rom	agresivní	184	75.2155004231187
NEG	A	Itálie	rasistický	53	10.0902938227493
POS	A	Ital	odvážný	66	18.579995696142
NEG	A	Itálie	šílený	98	14.3690798492537
POS	A	Čech	správný	1409	544.077968774178
POS	A	Čech	střízlivý	102	25.4085926140066
NEG	A	Německo	korupční	206	43.6125770424555
POS	A	Slovensko	solidární	47	10.7732539905915
NEG	A	Cikán	obyčejný	37	15.1450982560009
POS/NEG	A	Rus	strašný	78	12.4830720267996
NEG	A	Němec	domnělý	63	11.7553923963744
NEG	A	Německo	brutální	183	26.7462571839273
POS	A	Brit	možný	419	58.2421829735622
POS	A	Francouz	zajímavý	382	65.5663889240382
POS	A	Maďar	možný	247	32.1797445207571
NEG	A	Francie	krizový	99	15.3675353448502
POS	A	Američan	svatý	391	69.8692902662221
NEG	A	Slovensko	vystavený	81	11.0041944408022
NEG	A	Čech	absurdní	169	23.8366329155435
POS	A	Slovensko	charitativní	106	14.6497056636366
POS	N	Němec	jistý	113	16.4330760197882
NEG	A	Ukrajinec	složitý	65	10.5581795142215
POS	A	Ital	jistý	419	93.9845906030985
POS	A	Němec	mocný	170	28.5945087158175
POS	A	Rakousko	skvělý	503	73.7391448341415
POS	A	Vietnam	mírový	118	17.921911956711
NEG	A	Slovensko	fašistický	231	62.5546949375176
POS	A	Německo	milý	181	23.2363258914079
POS	N	Francouz	příjemný	133	32.9188268941133
NEG	A	Čína	odlišný	382	65.6182495734217
POS	A	Čína	úspěšný	1065	206.02281168173
POS	A	Ukrajina	rozumný	76	12.859828774782
POS	A	Čína	bezpečnostní	593	83.81434430699
POS	A	Francie	zábavní	61	11.5264332978319
POS	A	Itálie	mírový	264	29.4056371076587
NEG	A	Německo	naléhavý	105	15.3214149319236
POS	A	Nizozemec	úspěšný	141	31.9185700280923
POS	A	Francie	kompromisní	80	12.8611706878623
NEG	A	Němka	těžký	159	27.1289524588476
POS	A	Číňanka	vítězný	91	53.0872719671633
POS	A	Německo	sladký	135	18.925043739663
NEG	A	Maďar	silný	429	101.558295488202
POS	A	Ital	mistrovský	132	22.6580902135185
NEG	A	Bělorus	poslední	296	50.4468837728347
POS	A	Čech	mocný	308	65.2958645451495
POS	A	Britka	bohatý	44	33.8776801853118
POS	A	Francouz	mohutný	64	11.1336414967565
NEG	A	Ital	zlý	47	10.0618178970153
POS	A	Polák	rád	1232	273.805622832887
POS	A	Francie	užitečný	145	15.8881292003893
POS	N	Američan	příznivý	104	18.1880463820301
POS	A	Rakušan	výhodný	114	18.8326092647761
POS	A	Brit	jasný	332	62.0996743204001
NEG	A	Rusko	drtivý	309	54.0366517574631
POS	A	Němec	opravdový	212	39.3497469843111
POS	A	Čech	požadovaný	97	16.2680914717985
POS/NEG	A	Ukrajinec	obrovský	88	15.851656471079
POS	N	Brit	šťastný	60	17.696652308502
POS	A	Kazachstán	vítězný	58	11.4167734735688
POS/NEG	A	Vietnamec	drahý	67	10.4110255726919
NEG	A	Čech	hrozný	293	59.5596249575344
POS	A	Čech	základní	4151	789.797465684157
NEG	A	Čína	zásadní	628	111.768586495248
POS	A	Slovensko	super	184	27.6948044955226
POS	A	Slovensko	pěkný	359	58.7387689548214
NEG	A	Slovensko	absurdní	123	15.6179079475171
POS	A	Čína	pěkný	90	11.3239382919866
POS	A	Brit	hluboký	89	13.0320563749133
POS/NEG	A	Čína	vážný	562	88.4191430282455
POS	N	Německo	kompromisní	66	11.822769121045
POS	N	Německo	jasný	102	16.3948602751568
NEG	A	Američan	vinný	108	24.8285813149162
POS	A	Němka	hezký	40	12.5426142445303
NEG	A	Francouz	hořký	46	10.7588817615133
NEG	A	Slovák	nízký	509	84.0199266589079
POS	A	Rumunsko	lidský	272	34.7207079169506
POS/NEG	A	Rakousko	vážný	469	74.7030354204616
POS	A	Francie	přesný	221	31.3024677942892
POS	A	Maďar	základní	222	29.2406888089177
POS	A	Slovensko	hodný	96	14.7997253771984
NEG	A	Francouzka	pouhý	61	10.9404924943083
POS	A	Rusko	jasný	2382	378.816880887734
POS	N	Čech	příjemný	644	128.207680395469
POS	A	Francie	opravdový	235	46.847469022953
NEG	A	Čech	přehnaný	181	28.3841515208519
POS	A	Polsko	jasný	1092	162.835885816877
POS	A	Vietnam	bohatý	111	16.099857689562
POS	A	Francouz	předchozí	362	52.5513435187547
POS	N	Francie	rád	106	17.7752553566487
POS	N	Američan	skutečný	71	13.7356423704721
POS	A	Německo	přesvědčivý	105	14.8763417172531
POS	A	Itálie	cenný	449	73.7826954083632
NEG	A	Češka	podezřelý	67	20.5337143512197
NEG	A	Rusko	protestní	203	33.3088764284733
POS	A	Ital	cenný	127	16.3901010922345
POS	A	Američan	opravdový	207	59.407398586814
NEG	A	Německo	zoufalý	143	25.34312335783
NEG	A	Bělorusko	pouhý	71	11.1622143337371
POS	A	Čech	úctyhodný	117	21.8665571222466
POS	A	Rusko	milý	98	16.4357379714114
POS	A	Čína	dokonalý	117	20.8933733750895
NEG	A	Čína	dramatický	215	31.2334470240845
NEG	A	Polsko	krutý	102	14.3423873172466
NEG	A	Ukrajina	rizikový	123	28.1233055983013
POS	N	Němec	spolehlivý	52	12.5422368842028
POS	A	Německo	slavný	1751	254.77355670089
NEG	A	Polsko	špatný	1825	312.148316590423
NEG	A	Francie	rozdělený	128	30.6026434395437
POS	A	Maďarsko	mistrovský	142	18.6219915621223
POS	A	Němec	ideální	372	66.7499875975187
POS	A	Francouz	uvolněný	51	11.5976153950296
POS	N	Čech	věrný	82	28.984508940716
POS/NEG	A	Číňan	obrovský	289	63.6983941257326
POS	A	Ukrajina	revoluční	95	18.8522826670541
POS	A	Slovák	lidský	168	16.8284846095693
POS	A	Slovensko	neuvěřitelný	253	39.883340785169
POS	A	Polsko	správný	212	27.0259801636111
NEG	A	Polák	poslední	3195	481.924665860319
NEG	A	Němec	protestní	69	11.2470727497054
POS/NEG	A	Němka	důležitý	75	10.4402916940803
POS	A	Čech	intimní	98	16.64709367518
POS	A	Slovák	skvělý	483	105.943961189493
NEG	A	Itálie	závažný	85	13.4925464527636
POS	A	Němec	pohodlný	85	14.6740575854676
POS	A	Němka	jasný	96	15.4590197704992
POS	A	Čech	boží	198	22.5619046936981
POS	A	Slovensko	významný	2777	448.76080776084
POS	A	Kurd	dobrý	174	31.1247024506029
POS	A	Brit	předchozí	221	31.6170567300461
POS	A	Francie	pozoruhodný	218	34.2138639092272
POS	A	Rumunsko	jistý	255	35.9555261179382
NEG	A	Češka	nervózní	50	12.9902360496401
POS	A	Čech	hrdinný	48	16.1248703865083
POS	A	Slovensko	špičkový	802	116.347397498029
POS	A	Rusko	výhodný	842	187.781412281249
POS	A	Polsko	kladný	105	17.5312180205433
POS	A	Brit	krásný	113	16.4575855911452
POS	A	Rus	spolehlivý	67	13.4893870165754
NEG	A	Francouz	zvláštní	285	50.5255198778102
NEG	A	Američan	složitý	324	50.8055340486659
POS/NEG	A	Angličan	důležitý	187	24.4427356303559
POS	A	Polsko	mohutný	154	22.8180148273902
POS	A	Češka	dobrý	2974	1384.5177501505
POS	A	Němec	kvalifikovaný	119	21.1905601926089
NEG	A	Rakousko	padělaný	73	14.0133352112757
NEG	A	Rusko	zničující	53	12.6279704915047
NEG	N	Polsko	poslední	98	12.3715524739709
POS	A	Češka	výjimečný	50	14.6996216831636
POS	A	Polák	předchozí	288	36.1990035038035
POS	A	Čech	poctivý	267	86.3279123743381
POS	A	Ital	dobrý	3532	635.488370688506
NEG	A	Američan	sporný	142	21.9033325819877
POS	A	Američan	základní	1053	168.53366299757
NEG	A	Německo	divný	102	12.5291428201486
POS	A	Rumunsko	slavný	120	16.9608412149495
NEG	A	Čech	bídný	90	20.1751604452699
NEG	A	Rom	hloupý	114	48.0619094943785
POS	A	Francouz	přesný	145	29.4954430674678
POS	A	Polsko	přátelský	723	149.500503453256
NEG	A	Američan	temný	109	16.1978972503017
POS	A	Kazachstán	bohatý	150	43.3727832551729
POS	N	Německo	vhodný	110	15.3743839178449
POS	A	Rus	hluboký	115	17.0501183698537
POS	A	Češka	pravý	129	26.2441115887103
POS	A	Francouz	základní	513	72.878923066074
NEG	A	Angličan	obyčejný	46	20.6943773431047
POS	A	Američanka	správný	53	22.7065777688736
POS	A	Ital	milý	48	18.7680468562445
NEG	N	Ital	poražený	30	12.8434401210406
NEG	A	Maďarsko	drtivý	108	14.7861036300193
NEG	A	Francie	omezený	207	29.4889024671529
POS	A	Rakousko	dokonalý	96	14.9975502691339
NEG	A	Německo	zraněný	662	101.814374317571
NEG	A	Polák	těžký	765	122.863442653746
POS	A	Slovensko	senzační	105	20.3469030617624
POS	A	Polák	sociální	408	53.1526629116103
POS	A	Německo	záchranný	676	97.0753731767933
POS	A	Rakousko	jasný	742	104.220876189869
POS	A	Američanka	rozhodující	116	18.3004713809221
POS	A	Čína	výjimečný	172	31.1522978378728
NEG	A	Rus	nervózní	94	30.5300826659976
NEG	A	Čech	zastaralý	78	12.9754736238801
NEG	A	Polák	nízký	490	77.1593116040866
POS	A	Rom	pěkný	84	13.2658138567616
POS/NEG	A	Němka	velký	1126	196.301997102846
NEG	A	Itálie	naléhavý	47	10.5463304283416
POS	A	Holanďan	dobrý	472	95.4324290365711
POS	A	Ukrajina	jistý	513	74.5595470048629
NEG	A	Ukrajina	odlišný	106	17.7035939721616
NEG	A	Němka	silný	184	59.2251880895021
POS/NEG	A	Bulharsko	drahý	149	19.8621431249747
NEG	A	Bulhar	nevyzpytatelný	26	12.3257142857143
NEG	A	Rumun	nízký	59	10.4802353964119
NEG	A	Francouz	zásadní	119	20.5491801460319
POS	A	Ruska	půvabný	41	31.9838675213675
POS/NEG	A	Bulharsko	důležitý	285	42.4956087819383
POS	N	Francouz	šťastný	74	22.4820334458783
POS/NEG	A	Nizozemec	drahý	58	11.2857416721774
POS	N	Američan	možný	102	15.4806692007299
NEG	A	Ukrajina	dramatický	240	52.2337095760436
POS	A	Američan	hluboký	256	42.8744399185276
POS	A	Rus	zajímavý	495	80.0868694966321
POS/NEG	A	Bulharsko	obrovský	133	21.3575241915507
NEG	A	Američan	tragický	228	42.9792437443164
NEG	A	Rakušan	ostrý	82	14.3007656869047
POS	A	Francie	slušný	254	44.5354171673745
POS	A	Němec	čestný	384	67.7849523904001
NEG	A	Německo	dominantní	329	75.0578059849204
POS	A	Němec	umírněný	77	19.293549733181
NEG	A	Francie	smutný	222	40.4961235205718
NEG	A	Číňan	složitý	85	16.645354566908
POS	A	Slovák	chytrý	59	15.6586938437832
NEG	A	Němec	nesmyslný	176	25.6448990935722
POS	A	Němec	hezký	279	39.547894793954
NEG	A	Rus	válečný	448	67.0607614344628
POS	A	Itálie	připomínající	59	10.7738987881731
POS	A	Maďarsko	citlivý	100	15.3364801841269
NEG	A	Čech	unavený	171	48.8237054448466
POS	A	Slovensko	věrný	174	30.4426005394671
POS	A	Brit	zkušený	121	58.9576013837464
POS	A	Ukrajina	šťastný	85	16.3638432845612
POS	A	Rakousko	originální	136	14.0123943802408
NEG	A	Němec	krutý	342	61.127457482669
POS/NEG	A	Ital	velký	4869	824.083986492362
POS/NEG	A	Slovensko	drahý	817	154.201414619923
NEG	A	Polsko	brutální	97	15.2278688832018
POS	A	Brit	chytrý	48	10.2962654204033
POS	N	Rusko	skutečný	54	11.1967781113728
NEG	A	Cikán	zlý	59	30.1818232492146
POS	A	Američan	hrdý	357	108.020404121452
POS	A	Slovák	mohutný	51	14.0973509089888
POS/NEG	A	Rakušan	velký	3211	554.809730698549
NEG	A	Rakousko	útočný	94	12.9245141949951
NEG	A	Němec	vyhlazovací	122	18.3624531423538
POS	A	Němec	pozoruhodný	233	28.6230543898656
POS	A	Francie	rozhodující	661	107.895068422746
POS	A	Rusko	zajímavý	1633	264.114683745488
POS	A	Čech	jednotný	342	63.8048091036214
POS	A	Čech	šťastný	959	229.248930175759
POS	A	Ukrajina	rád	633	106.711896081101
POS	A	Ukrajina	předběžný	121	21.3765111700041
POS	A	Čína	věnovaný	141	43.6945685641435
POS	A	Francie	stabilní	185	24.4169869103142
NEG	A	Bulhar	obžalovaný	44	20.7615737139487
NEG	A	Polák	dramatický	154	23.7462146183964
NEG	A	Maďarsko	divoký	105	16.2981662096065
